,recipe_id,original_frames,dropped_frames
997,dish_1562949205,30,8
998,dish_1568401018,34,9
999,dish_1551491271,115,104
1000,dish_1568229442,39,19
1001,dish_1560368691,28,9
1002,dish_1550876748,135,17
1003,dish_1563305883,36,10
1004,dish_1551222877,116,33
1005,dish_1562702007,30,14
1006,dish_1574193262,28,7
1007,dish_1566502061,36,21
1008,dish_1566844803,30,15
1009,dish_1565987298,29,2
1010,dish_1562959190,30,3
1011,dish_1551139956,159,29
1012,dish_1551318422,119,27
1013,dish_1551228582,115,40
1014,dish_1551488861,116,29
1015,dish_1560454513,28,6
1016,dish_1550711066,124,25
1017,dish_1565726812,31,9
1018,dish_1563294441,34,0
1019,dish_1558544870,33,5
1020,dish_1561578394,30,0
1021,dish_1551567106,116,24
1022,dish_1565382856,34,10
1023,dish_1551136315,118,66
1024,dish_1561134128,28,14
1025,dish_1558115915,35,22
1026,dish_1562783691,33,8
1027,dish_1563378110,38,10
1028,dish_1563567319,28,13
1029,dish_1563479655,31,6
1030,dish_1558026623,28,3
1031,dish_1558380414,28,20
1032,dish_1551137173,116,16
1033,dish_1558629013,18,4
1034,dish_1559849097,31,9
1035,dish_1562173247,32,9
1036,dish_1558376364,31,16
1037,dish_1550705477,122,12
1038,dish_1573579439,28,10
1039,dish_1550861388,116,39
1040,dish_1562862493,28,9
1041,dish_1559319902,18,5
1042,dish_1565208611,34,11
1043,dish_1563997327,32,9
1044,dish_1550711788,114,30
1045,dish_1551567368,115,33
1046,dish_1562790259,28,0
1047,dish_1551375848,116,17
1048,dish_1562168648,28,8
1049,dish_1563307575,28,11
1050,dish_1559233055,24,2
1051,dish_1558722707,12,0
1052,dish_1565799597,29,5
1053,dish_1550771562,114,30
1054,dish_1550859578,116,43
1055,dish_1566402232,29,14
1056,dish_1558461692,32,21
1057,dish_1574097587,28,9
1058,dish_1558026756,28,0
1059,dish_1551486108,116,30
1060,dish_1563563317,28,4
1061,dish_1559843222,28,12
1062,dish_1560541760,24,3
1063,dish_1566333324,31,4
1064,dish_1551303168,126,80
1065,dish_1550777827,119,41
1066,dish_1571931457,28,13
1067,dish_1564000417,30,10
1068,dish_1551227165,115,48
1069,dish_1559319971,18,5
1070,dish_1563305913,31,8
1071,dish_1561997933,24,11
1072,dish_1558635400,18,0
1073,dish_1562179966,28,9
1074,dish_1566502537,34,18
1075,dish_1562703408,28,16
1076,dish_1562095283,32,6
1077,dish_1551563001,113,76
1078,dish_1551491048,115,28
1079,dish_1551490701,116,26
1080,dish_1562945445,40,8
1081,dish_1561752970,34,11
1082,dish_1560526472,24,6
1083,dish_1551390979,116,58
1084,dish_1567023335,30,17
1085,dish_1563998513,28,2
1086,dish_1550707056,115,49
1087,dish_1567537252,28,6
1088,dish_1563826306,31,8
1089,dish_1563207277,31,3
1090,dish_1567106620,28,8
1091,dish_1558638983,18,1
1092,dish_1558114523,36,29
1093,dish_1563823292,35,13
1094,dish_1573072410,33,13
1095,dish_1566923060,30,8
1096,dish_1551227628,116,22
1097,dish_1551135363,123,62
1098,dish_1551392919,115,43
1099,dish_1562690112,28,7
1100,dish_1566934152,29,7
1101,dish_1557861795,900,379
1102,dish_1563811439,33,15
1103,dish_1565382803,32,9
1104,dish_1566934057,37,7
1105,dish_1564170880,34,3
1106,dish_1563393366,28,10
1107,dish_1563479596,32,4
1108,dish_1562009894,29,6
1109,dish_1561740353,32,11
1110,dish_1565210037,37,8
1111,dish_1574455517,40,24
1112,dish_1565035715,32,21
1113,dish_1551382179,116,16
1114,dish_1561736736,32,5
1115,dish_1560526552,25,6
1116,dish_1551232686,127,64
1117,dish_1566246972,40,9
1118,dish_1563395510,29,7
1119,dish_1551122713,123,32
1120,dish_1559238566,24,8
1121,dish_1550774815,116,38
1122,dish_1551390802,127,29
1123,dish_1550778355,116,36
1124,dish_1558639167,18,5
1125,dish_1567714745,37,17
1126,dish_1562873002,33,9
1127,dish_1550785876,123,69
1128,dish_1562945823,37,6
1129,dish_1566931482,33,3
1130,dish_1560368019,28,8
1131,dish_1551237527,119,13
1132,dish_1565725156,34,16
1133,dish_1550792365,122,17
1134,dish_1558632445,18,0
1135,dish_1558460061,32,21
1136,dish_1566245398,29,8
1137,dish_1562947503,30,1
1138,dish_1550785481,121,36
1139,dish_1551567084,115,50
1140,dish_1565117962,30,8
1141,dish_1567022114,40,11
1142,dish_1551567541,116,38
1143,dish_1558723777,12,2
1144,dish_1565898230,31,5
1145,dish_1550860307,115,56
1146,dish_1551314531,114,44
1147,dish_1558381742,28,18
1148,dish_1561662190,28,2
1149,dish_1551492908,116,30
1150,dish_1572031606,28,21
1151,dish_1558027164,28,15
1152,dish_1558544482,33,3
1153,dish_1558722883,12,4
1154,dish_1558110436,24,11
1155,dish_1563475826,36,20
1156,dish_1551490896,126,42
1157,dish_1550713423,115,44
1158,dish_1568044496,31,15
1159,dish_1550790042,119,45
1160,dish_1560874726,24,3
1161,dish_1556575124,140,55
1162,dish_1551137277,116,42
1163,dish_1563827060,32,13
1164,dish_1565119418,30,10
1165,dish_1567714875,40,17
1166,dish_1551395088,116,25
1167,dish_1561574783,28,5
1168,dish_1551135718,122,36
1169,dish_1562785184,31,0
1170,dish_1551394614,120,26
1171,dish_1572365415,33,27
1172,dish_1551392654,117,31
1173,dish_1551226948,115,25
1174,dish_1550705669,114,24
1175,dish_1568060461,32,13
1176,dish_1550779058,124,23
1177,dish_1550712654,117,25
1178,dish_1568146942,37,9
1179,dish_1551390215,116,25
1180,dish_1562173200,28,7
1181,dish_1573679065,29,19
1182,dish_1562007866,31,6
1183,dish_1558637698,18,0
1184,dish_1558635523,18,1
1185,dish_1550712839,133,23
1186,dish_1567629129,29,15
1187,dish_1559668272,28,1
1188,dish_1551379852,115,38
1189,dish_1558628921,18,2
1190,dish_1562790824,34,12
1191,dish_1550708152,118,52
1192,dish_1558723847,12,1
1193,dish_1559678629,28,3
1194,dish_1558725049,12,0
1195,dish_1560444724,28,10
1196,dish_1550770866,116,18
1197,dish_1558028194,32,2
1198,dish_1551377094,116,22
1199,dish_1563998279,28,9
1200,dish_1572464738,40,11
1201,dish_1563897369,27,3
1202,dish_1565195493,32,16
1203,dish_1559245697,25,1
1204,dish_1550861605,115,33
1205,dish_1551323219,124,49
1206,dish_1566920304,36,12
1207,dish_1551225155,116,30
1208,dish_1558720364,12,3
1209,dish_1550709129,119,29
1210,dish_1562687527,34,17
1211,dish_1558376306,32,19
1212,dish_1562613918,28,5
1213,dish_1561392570,28,4
1214,dish_1558629878,18,2
1215,dish_1550788591,116,31
1216,dish_1560802730,24,11
1217,dish_1563304261,37,22
1218,dish_1558638292,18,3
1219,dish_1558373074,32,22
1220,dish_1550773430,115,33
1221,dish_1565640723,39,16
1222,dish_1563464389,33,6
1223,dish_1561996893,27,1
1224,dish_1551235946,115,17
1225,dish_1563827132,33,11
1226,dish_1551389118,118,43
1227,dish_1551225501,116,29
1228,dish_1551304973,116,83
1229,dish_1562691466,31,12
1230,dish_1565896662,36,11
1231,dish_1551237016,119,48
1232,dish_1558547068,33,3
1233,dish_1551378490,115,9
1234,dish_1551392701,115,22
1235,dish_1565799507,32,17
1236,dish_1551374440,115,54
1237,dish_1558725403,12,0
1238,dish_1562859116,36,13
1239,dish_1561737223,29,8
1240,dish_1557863170,108,32
1241,dish_1561405887,28,2
1242,dish_1559581333,18,1
1243,dish_1563898688,28,4
1244,dish_1560270585,28,5
1245,dish_1558381665,28,23
1246,dish_1560357267,28,9
1247,dish_1562691064,28,7
1248,dish_1560529825,27,4
1249,dish_1562602945,28,8
1250,dish_1558721587,12,0
1251,dish_1563908996,36,9
1252,dish_1551313896,116,35
1253,dish_1561061630,25,3
1254,dish_1558114441,32,20
1255,dish_1562873416,33,5
1256,dish_1566246946,39,10
1257,dish_1572625898,29,6
1258,dish_1550789186,118,40
1259,dish_1558641416,12,1
1260,dish_1563477736,31,8
1261,dish_1566414891,35,14
1262,dish_1560975628,24,7
1263,dish_1551384080,115,27
1264,dish_1559590099,28,16
1265,dish_1561578775,31,2
1266,dish_1568143326,34,15
1267,dish_1563827086,52,22
1268,dish_1562775574,28,9
1269,dish_1558723695,12,0
1270,dish_1551232973,116,22
1271,dish_1574111587,28,10
1272,dish_1551487288,122,49
1273,dish_1551374155,114,68
1274,dish_1559242066,25,4
1275,dish_1568060746,31,6
1276,dish_1550876298,120,85
1277,dish_1568320470,28,13
1278,dish_1550876012,115,36
1279,dish_1551236521,121,111
1280,dish_1551136683,116,78
1281,dish_1561996750,24,4
1282,dish_1567629106,29,13
1283,dish_1561575274,29,11
1284,dish_1558114284,33,8
1285,dish_1566591048,31,13
1286,dish_1558109714,24,3
1287,dish_1550796794,115,36
1288,dish_1565034330,31,7
1289,dish_1560973936,26,9
1290,dish_1561576767,30,5
1291,dish_1562011794,28,7
1292,dish_1558641897,12,6
1293,dish_1559238481,24,5
1294,dish_1560801859,27,6
1295,dish_1568061320,33,4
1296,dish_1562787745,28,4
1297,dish_1558638163,18,0
1298,dish_1562009934,28,1
1299,dish_1550772199,115,41
1300,dish_1558722473,12,3
1301,dish_1558723926,12,0
1302,dish_1567024252,32,16
1303,dish_1550873264,115,57
1304,dish_1563305722,34,9
1305,dish_1558639555,18,6
1306,dish_1551568285,115,15
1307,dish_1551373647,115,50
1308,dish_1558725734,12,0
1309,dish_1559844657,28,9
1310,dish_1558721533,12,1
1311,dish_1550861432,117,26
1312,dish_1551488572,116,30
1313,dish_1558722103,11,0
1314,dish_1551236981,116,29
1315,dish_1562787783,29,4
1316,dish_1562099134,28,3
1317,dish_1551379045,115,20
1318,dish_1567023132,30,11
1319,dish_1574702427,28,17
1320,dish_1556575083,139,30
1321,dish_1557853229,113,76
1322,dish_1566849895,33,8
1323,dish_1560368506,28,3
1324,dish_1571944531,32,26
1325,dish_1563217993,30,4
1326,dish_1551389176,115,25
1327,dish_1551233403,125,15
1328,dish_1565195362,33,15
1329,dish_1551323381,118,15
1330,dish_1568401233,28,6
1331,dish_1562096633,28,6
1332,dish_1559846034,28,10
1333,dish_1559844090,28,13
1334,dish_1559233715,25,4
1335,dish_1551487158,116,48
1336,dish_1561574623,28,7
1337,dish_1567714934,39,18
1338,dish_1561665024,28,5
1339,dish_1561148021,21,3
1340,dish_1560369294,28,3
1341,dish_1566330399,33,9
1342,dish_1567020340,29,11
1343,dish_1561662869,28,6
1344,dish_1561575908,28,8
1345,dish_1560442279,28,4
1346,dish_1558116260,35,20
1347,dish_1558629578,18,1
1348,dish_1550773839,116,20
1349,dish_1559674866,31,1
1350,dish_1561574600,30,9
1351,dish_1551377874,114,24
1352,dish_1559244649,26,4
1353,dish_1574281837,28,26
1354,dish_1563824065,31,20
1355,dish_1560455399,28,9
1356,dish_1551124723,115,11
1357,dish_1568061272,30,13
1358,dish_1568047932,31,10
1359,dish_1565123816,28,14
1360,dish_1550777646,120,37
1361,dish_1550712524,115,27
1362,dish_1551375252,121,45
1363,dish_1558641926,12,4
1364,dish_1551225948,119,22
1365,dish_1551306452,116,47
1366,dish_1563206562,28,9
1367,dish_1559241099,25,0
1368,dish_1563812508,31,11
1369,dish_1565638287,30,8
1370,dish_1566851198,33,3
1371,dish_1562963153,31,3
1372,dish_1566847431,34,9
1373,dish_1565798617,32,7
1374,dish_1551395800,116,17
1375,dish_1562183201,28,4
1376,dish_1563984167,31,9
1377,dish_1551563824,117,47
1378,dish_1558459276,28,19
1379,dish_1574720429,28,24
1380,dish_1561753168,31,17
1381,dish_1565898361,35,16
1382,dish_1562872662,31,3
1383,dish_1558026684,28,1
1384,dish_1568047973,34,8
1385,dish_1551384115,116,30
1386,dish_1568143252,38,19
1387,dish_1563465847,553,538
1388,dish_1551486372,117,39
1389,dish_1551227581,117,29
1390,dish_1558114484,33,24
1391,dish_1561996122,27,12
1392,dish_1562614952,28,7
1393,dish_1558638246,18,2
1394,dish_1551567650,115,32
1395,dish_1562602803,28,15
1396,dish_1571935895,28,24
1397,dish_1551318183,165,41
1398,dish_1562181247,31,8
1399,dish_1566591080,28,13
1400,dish_1559838214,29,9
1401,dish_1558638216,18,0
1402,dish_1558636763,18,7
1403,dish_1566847454,31,6
1404,dish_1551392424,115,20
1405,dish_1568401302,31,7
1406,dish_1562168450,35,4
1407,dish_1550777469,115,35
1408,dish_1565972628,30,6
1409,dish_1565640772,28,7
1410,dish_1567537422,34,10
1411,dish_1567612954,71,46
1412,dish_1560445069,28,23
1413,dish_1563823860,31,8
1414,dish_1551564131,116,32
1415,dish_1565810969,63,26
1416,dish_1561576320,28,4
1417,dish_1551303476,120,68
1418,dish_1561576026,32,6
1419,dish_1550874679,123,23
1420,dish_1562949515,28,0
1421,dish_1561060642,27,4
1422,dish_1565727738,33,4
1423,dish_1562691613,28,5
1424,dish_1559240441,24,4
1425,dish_1562784388,28,0
1426,dish_1560356314,28,6
1427,dish_1563898055,38,0
1428,dish_1561663786,32,10
1429,dish_1558725226,12,0
1430,dish_1551228355,116,45
1431,dish_1551227216,114,44
1432,dish_1562602687,28,9
1433,dish_1558724633,12,4
1434,dish_1558031351,34,5
1435,dish_1562701956,31,15
1436,dish_1573159868,28,25
1437,dish_1560543729,24,4
1438,dish_1565984345,31,5
1439,dish_1560444914,28,4
1440,dish_1558725253,12,0
1441,dish_1551390265,114,45
1442,dish_1551487779,117,52
1443,dish_1551487735,114,80
1444,dish_1562873790,31,7
1445,dish_1558114875,36,29
1446,dish_1551306561,116,68
1447,dish_1563220171,31,2
1448,dish_1563555510,28,10
1449,dish_1561060477,28,7
1450,dish_1551222712,114,50
1451,dish_1566846997,30,2
1452,dish_1551225793,116,51
1453,dish_1565024707,28,11
1454,dish_1559242221,24,4
1455,dish_1562690047,33,11
1456,dish_1561662160,28,4
1457,dish_1557862384,376,374
1458,dish_1559581236,18,7
1459,dish_1565813414,29,13
1460,dish_1565811588,30,0
1461,dish_1551233150,115,25
1462,dish_1563294465,29,1
1463,dish_1550795497,116,26
1464,dish_1551567170,115,14
1465,dish_1568320296,29,15
1466,dish_1551567964,116,26
1467,dish_1562788601,31,7
1468,dish_1551303644,116,50
1469,dish_1551124591,117,38
1470,dish_1557937079,819,439
1471,dish_1562774180,28,4
1472,dish_1551390651,116,34
1473,dish_1564170283,31,2
1474,dish_1565210073,32,8
1475,dish_1550774895,115,47
1476,dish_1550791701,116,28
1477,dish_1572376802,40,22
1478,dish_1567106646,30,12
1479,dish_1551123633,120,31
1480,dish_1559844366,28,9
1481,dish_1558373405,28,19
1482,dish_1558640190,18,6
1483,dish_1561664042,30,4
1484,dish_1567785223,20,11
1485,dish_1568060414,34,20
1486,dish_1559841950,28,10
1487,dish_1562788032,30,7
1488,dish_1551314589,116,32
1489,dish_1563464480,31,8
1490,dish_1562007739,31,3
1491,dish_1557936555,129,14
1492,dish_1561575300,28,10
1493,dish_1551491020,116,43
1494,dish_1551226475,116,25
1495,dish_1558115011,32,21
1496,dish_1550708985,116,29
1497,dish_1563565683,29,8
1498,dish_1558637769,18,2
1499,dish_1551237180,112,25
1500,dish_1563811662,32,8
1501,dish_1558031526,32,1
1502,dish_1567714813,38,12
1503,dish_1550797094,117,30
1504,dish_1565725009,37,10
1505,dish_1566333118,34,9
1506,dish_1562945186,32,3
1507,dish_1550709028,115,24
1508,dish_1551393161,117,23
1509,dish_1560887408,33,3
1510,dish_1566501352,29,12
1511,dish_1562873155,33,2
1512,dish_1565033265,32,12
1513,dish_1567785622,20,12
1514,dish_1561737839,30,18
1515,dish_1565118029,28,9
1516,dish_1563220802,31,0
1517,dish_1576100046,28,22
1518,dish_1551566208,116,41
1519,dish_1559674781,28,2
1520,dish_1565036953,36,15
1521,dish_1550771984,114,30
1522,dish_1565379377,30,6
1523,dish_1566413388,77,60
1524,dish_1558642420,12,3
1525,dish_1563563264,34,2
1526,dish_1559668314,28,7
1527,dish_1564169932,28,1
1528,dish_1561578441,29,1
1529,dish_1563998323,28,3
1530,dish_1551237498,115,8
1531,dish_1568315988,34,21
1532,dish_1559678367,28,4
1533,dish_1565382995,32,11
1534,dish_1568061202,32,13
1535,dish_1551493916,116,19
1536,dish_1550860919,118,26
1537,dish_1551323262,116,35
1538,dish_1566330428,29,9
1539,dish_1559061752,18,0
1540,dish_1551563773,114,89
1541,dish_1550792734,118,24
1542,dish_1562783605,28,9
1543,dish_1564170923,29,1
1544,dish_1562702355,28,7
1545,dish_1550713388,115,52
1546,dish_1558548958,32,2
1547,dish_1551564016,115,26
1548,dish_1550712556,128,44
1549,dish_1561753075,28,11
1550,dish_1561739973,32,10
1551,dish_1551316737,129,33
1552,dish_1551567896,114,29
1553,dish_1565107143,29,4
1554,dish_1558639266,19,5
1555,dish_1566499686,32,17
1556,dish_1563564676,31,12
1557,dish_1558724005,12,1
1558,dish_1558723449,12,5
1559,dish_1561576978,28,10
1560,dish_1561580628,31,2
1561,dish_1551382149,115,30
1562,dish_1551235211,114,61
1563,dish_1563565454,28,14
1564,dish_1551397714,116,47
1565,dish_1559238993,27,4
1566,dish_1558721669,12,5
1567,dish_1562875241,32,2
1568,dish_1551225609,114,38
1569,dish_1562873495,36,5
1570,dish_1561480414,28,5
1571,dish_1551142459,120,41
1572,dish_1551232936,122,36
1573,dish_1564169340,28,1
1574,dish_1560368110,31,0
1575,dish_1563304301,34,11
1576,dish_1551228669,115,42
1577,dish_1551565425,116,21
1578,dish_1561574215,30,9
1579,dish_1562096343,28,12
1580,dish_1562183125,28,6
1581,dish_1566230377,40,8
1582,dish_1565640528,28,8
1583,dish_1558114609,35,3
1584,dish_1551374502,113,58
1585,dish_1551375981,122,31
1586,dish_1551306290,115,32
1587,dish_1562789240,28,4
1588,dish_1565208637,34,11
1589,dish_1563302391,28,5
1590,dish_1568305225,29,5
1591,dish_1562008780,34,5
1592,dish_1551224138,116,6
1593,dish_1551379881,115,16
1594,dish_1558380557,28,2
1595,dish_1566414342,34,16
1596,dish_1550797130,122,27
1597,dish_1551377438,116,37
1598,dish_1558372650,34,19
1599,dish_1563910137,33,11
1600,dish_1564083480,31,18
1601,dish_1563389199,34,3
1602,dish_1561491121,31,10
1603,dish_1573579470,29,10
1604,dish_1562873028,30,6
1605,dish_1563568003,31,12
1606,dish_1551391543,116,18
1607,dish_1564082462,32,5
1608,dish_1551391586,116,11
1609,dish_1561996612,24,6
1610,dish_1565884738,29,10
1611,dish_1566417475,34,11
1612,dish_1550711385,120,16
1613,dish_1558028690,33,4
1614,dish_1558719215,12,2
1615,dish_1563468199,29,11
1616,dish_1551233633,116,40
1617,dish_1562777099,28,2
1618,dish_1550797833,116,22
1619,dish_1567628157,30,15
1620,dish_1558639662,18,6
1621,dish_1560543525,24,7
1622,dish_1562690886,28,14
1623,dish_1558468632,39,11
1624,dish_1562690074,28,8
1625,dish_1562096372,31,7
1626,dish_1559245848,25,6
1627,dish_1562860700,28,11
1628,dish_1558723096,12,0
1629,dish_1550712585,115,48
1630,dish_1562704528,29,13
1631,dish_1563551397,28,0
1632,dish_1562959059,34,3
1633,dish_1562613898,28,8
1634,dish_1568144612,35,14
1635,dish_1551136814,114,11
1636,dish_1565728415,30,14
1637,dish_1551565289,116,29
1638,dish_1562173381,28,6
1639,dish_1551225106,115,22
1640,dish_1561146781,21,4
1641,dish_1551391505,115,18
1642,dish_1561662926,28,6
1643,dish_1560887457,24,4
1644,dish_1558635962,18,0
1645,dish_1557937715,140,44
1646,dish_1563566810,29,7
1647,dish_1566230300,38,7
1648,dish_1565811335,30,3
1649,dish_1572988785,29,18
1650,dish_1559149719,25,3
1651,dish_1573760161,28,14
1652,dish_1565711296,31,12
1653,dish_1572627130,29,9
1654,dish_1568313527,31,10
1655,dish_1559848929,32,11
1656,dish_1561749778,33,4
1657,dish_1560539396,25,2
1658,dish_1568404889,31,4
1659,dish_1550791644,125,39
1660,dish_1551324331,120,26
1661,dish_1561654346,34,5
1662,dish_1561739160,59,13
1663,dish_1558639526,18,1
1664,dish_1561580322,28,12
1665,dish_1566316525,31,8
1666,dish_1563304958,35,9
1667,dish_1559846363,34,13
1668,dish_1559233570,25,11
1669,dish_1566414780,33,15
1670,dish_1565725095,31,16
1671,dish_1568048053,7475,7101
1672,dish_1568145100,41,5
1673,dish_1550773917,115,100
1674,dish_1560203424,28,4
1675,dish_1563984296,29,7
1676,dish_1558723818,12,1
1677,dish_1561061658,31,8
1678,dish_1558380181,28,4
1679,dish_1563568357,30,9
1680,dish_1551567848,117,37
1681,dish_1566502211,31,17
1682,dish_1563566939,31,4
1683,dish_1566416388,31,16
1684,dish_1558031394,35,0
1685,dish_1551568059,121,27
1686,dish_1551563627,116,45
1687,dish_1551564857,125,45
1688,dish_1551313924,116,40
1689,dish_1566850099,35,4
1690,dish_1551488448,114,33
1691,dish_1551134987,114,54
1692,dish_1568666357,32,8
1693,dish_1566246902,37,17
1694,dish_1563913741,33,10
1695,dish_1562946006,31,3
1696,dish_1563565508,30,12
1697,dish_1561739760,28,0
1698,dish_1551303727,115,46
1699,dish_1558115960,35,25
1700,dish_1558640039,18,4
1701,dish_1550779014,115,21
1702,dish_1558462531,36,21
1703,dish_1550861458,116,28
1704,dish_1559846504,44,15
1705,dish_1568318480,30,17
1706,dish_1558628711,18,7
1707,dish_1567537280,36,6
1708,dish_1558639752,18,1
1709,dish_1563295044,38,22
1710,dish_1551314560,116,47
1711,dish_1550781372,119,22
1712,dish_1561481606,28,3
1713,dish_1550789814,123,35
1714,dish_1565382886,34,9
1715,dish_1560527745,24,19
1716,dish_1561664977,29,6
1717,dish_1551568240,116,12
1718,dish_1561493975,49,9
1719,dish_1551396061,116,34
1720,dish_1568229399,40,20
1721,dish_1550769725,116,40
1722,dish_1565811139,29,1
1723,dish_1550710207,117,38
1724,dish_1566835641,28,9
1725,dish_1566330466,31,4
1726,dish_1563909469,36,14
1727,dish_1550710758,119,35
1728,dish_1561578898,28,1
1729,dish_1563389153,31,3
1730,dish_1561749908,34,10
1731,dish_1559841023,28,4
1732,dish_1551232905,119,30
1733,dish_1567007783,34,7
1734,dish_1558372695,34,19
1735,dish_1565812116,32,4
1736,dish_1561575068,28,1
1737,dish_1551563591,116,29
1738,dish_1567798511,31,19
1739,dish_1562950018,31,1
1740,dish_1568143527,37,20
1741,dish_1562775373,28,16
1742,dish_1551488371,117,101
1743,dish_1551379408,115,20
1744,dish_1563996308,36,4
1745,dish_1560539314,24,6
1746,dish_1550862036,138,12
1747,dish_1550797753,115,20
1748,dish_1565727875,29,7
1749,dish_1565119698,21,11
1750,dish_1566501382,29,17
1751,dish_1558459602,28,17
1752,dish_1551491179,115,24
1753,dish_1561740411,29,9
1754,dish_1565107119,28,5
1755,dish_1562008429,30,7
1756,dish_1575478663,30,16
1757,dish_1559589942,32,1
1758,dish_1562180157,30,6
1759,dish_1558636514,18,0
1760,dish_1563900172,74,35
1761,dish_1562611522,29,17
1762,dish_1558460138,35,22
1763,dish_1561737271,31,0
1764,dish_1562096933,31,6
1765,dish_1566413469,31,15
1766,dish_1558641358,12,0
1767,dish_1558640671,18,4
1768,dish_1559240216,24,6
1769,dish_1551564255,115,32
1770,dish_1551488197,119,23
1771,dish_1565123845,31,11
1772,dish_1562085185,28,5
1773,dish_1550772270,115,17
1774,dish_1562613045,28,7
1775,dish_1563222775,29,9
1776,dish_1558724992,12,0
1777,dish_1551377316,114,49
1778,dish_1562774159,28,0
1779,dish_1575923893,32,28
1780,dish_1562876709,31,2
1781,dish_1558372433,33,25
1782,dish_1551314496,116,64
1783,dish_1562876645,27,14
1784,dish_1551224089,116,65
1785,dish_1572032356,40,25
1786,dish_1551224001,120,14
1787,dish_1550861903,115,19
1788,dish_1551489812,115,30
1789,dish_1567106594,29,9
1790,dish_1551141849,121,19
1791,dish_1563304369,34,11
1792,dish_1551377177,114,20
1793,dish_1551124481,115,20
1794,dish_1563568263,28,14
1795,dish_1562788732,28,9
1796,dish_1561580278,28,13
1797,dish_1559933834,28,5
1798,dish_1551142509,115,18
1799,dish_1563206582,28,8
1800,dish_1566931217,28,10
1801,dish_1575924356,40,32
1802,dish_1562183151,32,5
1803,dish_1557863012,111,83
1804,dish_1565109637,35,15
1805,dish_1551304571,116,33
1806,dish_1550711314,115,14
1807,dish_1568233444,38,8
1808,dish_1551381555,115,31
1809,dish_1551324180,115,37
1810,dish_1567613057,31,14
1811,dish_1563909550,29,9
1812,dish_1563294408,30,3
1813,dish_1560543557,24,6
1814,dish_1551318068,124,30
1815,dish_1562700931,28,7
1816,dish_1551392752,115,33
1817,dish_1562184705,30,9
1818,dish_1568313676,29,15
1819,dish_1558628515,18,2
1820,dish_1563391647,33,15
1821,dish_1563551105,28,7
1822,dish_1565369971,35,11
1823,dish_1573679123,40,18
1824,dish_1560798928,31,5
1825,dish_1551564543,116,36
1826,dish_1551375783,116,46
1827,dish_1551567775,114,21
1828,dish_1551567573,115,72
1829,dish_1562775275,30,27
1830,dish_1551563400,113,20
1831,dish_1551303338,116,35
1832,dish_1566332116,32,8
1833,dish_1563908957,36,11
1834,dish_1560788349,24,15
1835,dish_1568141951,34,8
1836,dish_1562876618,64,38
1837,dish_1561062171,26,11
1838,dish_1562872981,31,2
1839,dish_1566502271,32,20
1840,dish_1567526888,31,16
1841,dish_1567021831,29,18
1842,dish_1551381921,115,19
1843,dish_1551304741,122,33
1844,dish_1558637247,18,1
1845,dish_1568217325,40,20
1846,dish_1562949494,33,3
1847,dish_1565897617,33,3
1848,dish_1561060925,12,2
1849,dish_1561574428,30,0
1850,dish_1563381486,37,2
1851,dish_1551122952,114,30
1852,dish_1567542986,29,8
1853,dish_1563909951,33,10
1854,dish_1563389719,31,8
1855,dish_1562613010,30,7
1856,dish_1563550922,40,0
1857,dish_1558635546,18,4
1858,dish_1568143572,37,17
1859,dish_1565640272,28,9
1860,dish_1560357832,28,5
1861,dish_1563996251,28,7
1862,dish_1560444931,28,4
1863,dish_1562615070,28,12
1864,dish_1566316757,30,2
1865,dish_1565627751,32,9
1866,dish_1565799663,31,1
1867,dish_1563811463,31,11
1868,dish_1563565805,28,18
1869,dish_1550707236,115,41
1870,dish_1551566047,115,48
1871,dish_1558722968,34,0
1872,dish_1558458438,28,18
1873,dish_1558723073,12,0
1874,dish_1565640812,33,11
1875,dish_1558725193,12,0
1876,dish_1562788794,31,1
1877,dish_1558637423,18,3
1878,dish_1560367980,28,6
1879,dish_1563550950,28,9
1880,dish_1561666923,28,10
1881,dish_1558109864,24,0
1882,dish_1568144688,37,21
1883,dish_1565727851,28,6
1884,dish_1561654374,28,1
1885,dish_1567538303,35,10
1886,dish_1558379128,30,19
1887,dish_1558380152,28,26
1888,dish_1551379331,114,68
1889,dish_1567542953,32,13
1890,dish_1550769948,114,37
1891,dish_1561654707,28,7
1892,dish_1550772367,115,86
1893,dish_1558544427,32,1
1894,dish_1551139535,116,22
1895,dish_1562875898,31,2
1896,dish_1559245979,24,8
1897,dish_1561580659,29,1
1898,dish_1562180089,33,4
1899,dish_1568665970,31,7
1900,dish_1557862738,124,101
1901,dish_1563378372,40,8
1902,dish_1561737176,28,6
1903,dish_1566502315,34,23
1904,dish_1558544663,33,20
1905,dish_1550793093,117,24
1906,dish_1558462036,32,23
1907,dish_1551233523,116,35
1908,dish_1562618000,28,7
1909,dish_1560455030,28,6
1910,dish_1558636902,18,0
1911,dish_1562774475,33,6
1912,dish_1561134156,28,4
1913,dish_1558549773,35,5
1914,dish_1561999355,36,2
1915,dish_1551492935,116,80
1916,dish_1550795361,118,40
1917,dish_1562949467,31,9
1918,dish_1565987201,28,3
1919,dish_1566934085,31,10
1920,dish_1563997386,34,7
1921,dish_1550772168,114,20
1922,dish_1558640513,18,6
1923,dish_1551492762,116,29
1924,dish_1571944571,28,20
1925,dish_1563294491,30,0
1926,dish_1562963109,31,2
1927,dish_1565036821,34,17
1928,dish_1560443607,28,5
